sim_clct0_pid,sim_clct0_nhit,sim_clct0_cc_code,sim_clct0_bend,sim_clct0_slope,sim_clct0_KeyHalfStrip,sim_clct0_KeyQuartStrip,sim_clct0_KeyEighthStrip,sim_clct1_pid,sim_clct1_nhit,sim_clct1_cc_code,sim_clct1_bend,sim_clct1_slope,sim_clct1_KeyHalfStrip,sim_clct1_KeyQuartStrip,sim_clct1_KeyEighthStrip
9,5,3988,1,4,118,237,474,0,0,0,0,0,0,0,0
8,4,1596,0,4,133,266,532,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,826,1,2,50,101,203,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,938,1,1,99,199,398,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1071,0,3,19,39,78,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,255,0,0,32,64,129,0,0,0,0,0,0,0,0
5,4,3984,1,11,144,288,576,0,0,0,0,0,0,0,0
8,5,363,0,4,28,56,112,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2863,1,5,118,237,474,0,0,0,0,0,0,0,0
8,4,1968,0,4,133,266,533,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3898,1,1,50,101,203,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,365,0,7,138,276,553,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,764,1,13,22,44,89,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,975,0,0,146,292,585,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3327,1,0,25,50,101,0,0,0,0,0,0,0,0
10,5,3903,0,0,77,154,309,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1356,0,10,46,93,187,0,0,0,0,0,0,0,0
10,6,2734,0,0,23,47,94,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4095,1,0,141,282,565,0,0,0,0,0,0,0,0
9,5,3877,1,3,4,8,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,831,1,0,43,86,173,0,0,0,0,0,0,0,0
10,6,4095,1,0,62,124,249,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3214,1,0,29,59,119,0,0,0,0,0,0,0,0
10,6,4095,1,0,77,154,309,0,0,0,0,0,0,0,0
4,6,1455,0,9,47,94,188,0,0,0,0,0,0,0,0
9,4,3324,1,5,75,150,300,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2812,0,2,39,78,157,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3827,0,0,46,92,185,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1461,0,0,60,121,243,0,0,0,0,0,0,0,0
10,6,2747,0,1,134,269,539,0,0,0,0,0,0,0,0
10,6,3839,0,0,37,74,149,0,0,0,0,0,0,0,0
6,4,3279,0,6,17,35,71,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,4042,1,1,29,59,119,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2986,1,0,118,236,473,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2747,0,1,45,91,183,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,3298,1,8,74,148,297,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1461,0,0,60,121,243,0,0,0,0,0,0,0,0
10,6,2667,0,1,134,268,537,0,0,0,0,0,0,0,0
10,4,3619,0,0,36,73,147,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,3823,0,0,67,134,268,0,0,0,0,0,0,0,0
10,4,3891,0,0,61,122,245,0,0,0,0,0,0,0,0
5,6,1470,1,10,61,123,246,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4078,1,1,42,85,171,0,0,0,0,0,0,0,0
10,5,2623,0,1,34,68,136,0,0,0,0,0,0,0,0
6,4,575,0,8,99,198,397,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,690,0,0,70,141,282,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1388,0,4,26,52,105,10,5,3903,0,0,62,124,249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1019,0,13,104,208,416,0,0,0,0,0,0,0,0
10,6,4095,1,0,6,12,25,0,0,0,0,0,0,0,0
10,6,4091,1,0,156,312,624,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3900,0,0,2,4,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,939,0,14,89,179,358,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3903,0,0,44,88,177,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,809,1,3,38,76,153,0,0,0,0,0,0,0,0
9,5,2283,1,5,66,132,265,0,0,0,0,0,0,0,0
10,4,3024,1,2,112,224,448,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2283,1,5,66,132,265,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1195,0,2,155,310,621,0,0,0,0,0,0,0,0
8,4,1676,0,3,9,19,39,0,0,0,0,0,0,0,0
9,4,3969,1,3,79,158,316,0,0,0,0,0,0,0,0
2,6,2391,0,14,92,185,371,0,0,0,0,0,0,0,0
9,4,4048,1,4,97,195,391,0,0,0,0,0,0,0,0
10,5,3810,1,1,28,57,114,0,0,0,0,0,0,0,0
10,6,2751,0,2,22,44,88,0,0,0,0,0,0,0,0
9,6,4073,1,3,53,107,214,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3004,0,1,70,140,280,0,0,0,0,0,0,0,0
3,4,1020,1,15,113,226,453,0,0,0,0,0,0,0,0
10,5,2808,0,0,75,151,303,0,0,0,0,0,0,0,0
10,5,4002,1,1,117,235,470,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,484,1,0,118,236,472,0,0,0,0,0,0,0,0
10,4,3308,1,0,141,282,564,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,3309,1,8,127,254,509,0,0,0,0,0,0,0,0
10,5,3747,0,0,18,37,75,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,4048,1,4,97,195,391,0,0,0,0,0,0,0,0
10,5,2703,0,1,21,43,87,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1020,1,15,113,226,453,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1023,1,0,101,202,405,0,0,0,0,0,0,0,0
4,5,3668,0,10,5,10,21,0,0,0,0,0,0,0,0
10,5,4083,0,0,106,212,425,0,0,0,0,0,0,0,0
10,5,3068,0,1,30,60,121,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3326,1,1,85,170,340,0,0,0,0,0,0,0,0
9,4,825,1,3,57,115,231,0,0,0,0,0,0,0,0
10,5,1023,1,0,49,98,197,0,0,0,0,0,0,0,0
8,4,399,0,4,116,233,466,0,0,0,0,0,0,0,0
10,5,3897,1,2,2,5,10,0,0,0,0,0,0,0,0
6,6,3007,0,7,150,301,602,0,0,0,0,0,0,0,0
10,5,2812,0,2,153,306,613,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,4037,1,3,138,276,553,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2732,0,1,141,283,567,0,0,0,0,0,0,0,0
3,5,1021,1,15,19,38,76,0,0,0,0,0,0,0,0
10,5,3626,1,1,62,125,250,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1215,0,3,116,233,467,0,0,0,0,0,0,0,0
9,6,4073,1,3,2,5,10,0,0,0,0,0,0,0,0
6,6,2815,0,7,150,301,602,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,4028,0,5,70,141,282,0,0,0,0,0,0,0,0
8,5,3898,0,4,7,14,28,0,0,0,0,0,0,0,0
8,4,3850,0,4,152,304,608,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2733,1,0,149,298,597,0,0,0,0,0,0,0,0
6,4,947,0,6,2,5,10,0,0,0,0,0,0,0,0
9,4,233,1,4,128,257,514,0,0,0,0,0,0,0,0
10,6,3754,1,1,14,28,57,0,0,0,0,0,0,0,0
9,4,2095,1,4,22,45,90,0,0,0,0,0,0,0,0
10,6,2735,0,1,8,17,35,0,0,0,0,0,0,0,0
10,4,4080,0,0,21,42,85,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,3301,1,3,27,54,109,0,0,0,0,0,0,0,0
4,5,367,0,10,54,109,219,0,0,0,0,0,0,0,0
3,4,249,1,15,138,276,552,0,0,0,0,0,0,0,0
8,6,1387,0,3,27,54,108,0,0,0,0,0,0,0,0
5,5,3605,1,9,132,264,529,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1195,0,2,107,214,429,0,0,0,0,0,0,0,0
7,5,3042,1,6,117,234,469,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,916,1,15,36,73,146,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,3732,1,4,84,169,338,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4009,1,2,142,284,569,0,0,0,0,0,0,0,0
9,6,3797,1,3,26,53,107,0,0,0,0,0,0,0,0
6,6,1402,0,8,54,109,218,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1017,1,15,137,275,551,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1347,0,3,27,54,109,0,0,0,0,0,0,0,0
9,5,2286,1,5,44,88,177,0,0,0,0,0,0,0,0
10,4,2111,0,1,88,176,352,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,745,1,8,30,61,123,0,0,0,0,0,0,0,0
8,6,1727,0,3,64,129,259,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,3071,0,1,18,36,73,0,0,0,0,0,0,0,0
7,5,3242,1,7,72,144,288,0,0,0,0,0,0,0,0
10,6,1451,0,2,39,78,157,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,2444,1,11,46,93,187,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3068,0,1,117,234,469,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,1764,1,5,67,135,271,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2412,0,2,7,14,29,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3114,1,1,96,193,386,0,0,0,0,0,0,0,0
3,5,3827,1,12,46,93,186,0,0,0,0,0,0,0,0
2,5,3068,0,15,117,234,468,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3315,0,0,69,138,277,0,0,0,0,0,0,0,0
10,4,2211,0,1,130,261,522,0,0,0,0,0,0,0,0
10,5,2623,0,1,152,304,608,0,0,0,0,0,0,0,0
10,6,4095,1,0,19,38,77,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1196,0,3,79,159,318,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2751,0,2,18,36,72,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2735,0,1,12,25,51,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,1455,0,3,106,213,426,0,0,0,0,0,0,0,0
5,6,3733,1,9,17,34,69,0,0,0,0,0,0,0,0
10,6,2811,0,1,103,207,415,0,0,0,0,0,0,0,0
10,4,764,0,2,4,8,17,0,0,0,0,0,0,0,0
10,5,1146,0,2,18,36,72,0,0,0,0,0,0,0,0
10,6,1451,0,2,39,78,157,0,0,0,0,0,0,0,0
3,6,3753,1,15,94,188,377,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,2227,0,1,68,136,272,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,4066,1,1,86,173,347,0,0,0,0,0,0,0,0
10,5,3327,1,0,109,218,437,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,4074,1,8,140,280,561,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4095,1,0,128,256,513,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3902,1,1,10,20,40,0,0,0,0,0,0,0,0
7,6,4075,1,6,20,41,82,0,0,0,0,0,0,0,0
10,6,4091,1,0,132,264,528,0,0,0,0,0,0,0,0
10,6,3071,0,1,110,220,441,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,4002,1,1,144,289,578,0,0,0,0,0,0,0,0
10,4,3891,0,0,120,240,481,0,0,0,0,0,0,0,0
6,5,2748,0,8,29,58,117,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1023,1,0,61,122,245,0,0,0,0,0,0,0,0
10,4,3976,1,2,107,215,430,0,0,0,0,0,0,0,0
10,6,4095,1,0,110,220,441,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,4083,0,0,106,212,425,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3900,0,0,148,296,593,0,0,0,0,0,0,0,0
10,5,4076,1,0,121,242,484,0,0,0,0,0,0,0,0
6,4,2736,0,8,59,118,237,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3234,1,1,85,171,342,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4010,1,1,56,113,226,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3827,0,0,61,122,245,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,4028,0,5,87,175,350,0,0,0,0,0,0,0,0
10,6,4095,1,0,89,178,357,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2815,0,1,138,276,552,0,0,0,0,0,0,0,0
10,4,2187,0,1,149,299,598,0,0,0,0,0,0,0,0
8,6,1785,0,5,15,31,63,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3891,0,0,73,146,293,0,0,0,0,0,0,0,0
10,5,1023,1,0,89,178,357,0,0,0,0,0,0,0,0
10,5,3327,1,0,86,172,345,0,0,0,0,0,0,0,0
10,5,3310,1,1,19,39,79,0,0,0,0,0,0,0,0
10,6,4079,1,0,73,146,292,0,0,0,0,0,0,0,0
8,5,1724,0,4,43,86,172,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,4095,1,0,52,104,209,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3732,1,9,25,50,101,0,0,0,0,0,0,0,0
8,5,3898,0,4,87,174,348,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,3903,0,0,107,214,429,0,0,0,0,0,0,0,0
10,5,3903,0,0,152,304,609,0,0,0,0,0,0,0,0
10,4,2211,0,1,3,7,14,0,0,0,0,0,0,0,0
9,6,3070,1,5,134,269,538,0,0,0,0,0,0,0,0
10,4,4044,0,0,157,314,629,0,0,0,0,0,0,0,0
10,5,1579,0,2,5,10,21,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,937,1,3,121,242,485,0,0,0,0,0,0,0,0
10,5,3064,0,0,76,152,304,0,0,0,0,0,0,0,0
10,6,4010,1,1,117,235,470,0,0,0,0,0,0,0,0
10,4,4080,0,0,124,248,497,0,0,0,0,0,0,0,0
10,4,484,1,0,118,236,472,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3221,1,9,49,98,197,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,3624,1,1,35,70,141,0,0,0,0,0,0,0,0
