trig_clct0_valid,trig_clct0_pid,trig_clct0_nhit,trig_clct0_cc_code,trig_clct0_bend,trig_clct0_slope,trig_clct0_KeyHalfStrip,trig_clct0_KeyQuartStrip,trig_clct0_KeyEighthStrip,trig_clct1_valid,trig_clct1_pid,trig_clct1_nhit,trig_clct1_cc_code,trig_clct1_bend,trig_clct1_slope,trig_clct1_KeyHalfStrip,trig_clct1_KeyQuartStrip,trig_clct1_KeyEighthStrip
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,183,0,0,66,133,266,0,0,0,0,0,0,0,0,0
1,8,5,2953,0,4,101,203,406,1,10,6,3002,1,0,93,187,374
1,10,6,2986,1,0,107,214,429,0,0,0,0,0,0,0,0,0
1,10,6,2747,0,1,53,107,215,1,6,4,2672,0,7,46,92,184
1,10,6,2747,0,1,53,107,215,1,6,4,2672,0,7,46,92,184
1,10,6,2747,0,1,53,107,215,1,6,4,2672,0,7,46,92,184
1,10,6,2747,0,1,53,107,215,1,6,4,2672,0,7,46,92,184
1,10,6,1654,0,0,113,226,452,1,10,5,2302,0,0,121,242,484
1,10,5,2955,0,0,85,171,343,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,74,149,299,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,74,149,299,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,2663,0,0,39,78,156,0,0,0,0,0,0,0,0,0
1,10,6,3067,0,0,120,240,480,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,82,165,331,0,0,0,0,0,0,0,0,0
1,10,6,1653,1,0,86,173,347,1,10,5,2170,0,0,77,154,309
1,10,5,3000,1,0,110,221,443,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,49,99,199,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,49,99,199,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,49,99,199,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,49,99,199,0,0,0,0,0,0,0,0,0
1,2,4,95,0,15,127,255,511,0,0,0,0,0,0,0,0,0
1,2,4,95,0,15,127,255,511,0,0,0,0,0,0,0,0,0
1,9,5,885,1,3,40,80,160,1,4,4,2836,0,11,32,65,131
1,10,4,2992,0,1,121,242,484,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,47,95,191,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,112,225,451,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,571,0,1,49,99,199,0,0,0,0,0,0,0,0,0
1,3,6,3947,1,14,110,221,443,0,0,0,0,0,0,0,0,0
1,10,5,951,1,0,74,149,299,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,85,171,343,0,0,0,0,0,0,0,0,0
1,7,4,2260,1,8,116,233,466,0,0,0,0,0,0,0,0,0
1,10,6,1654,0,0,41,82,164,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,119,239,479,0,0,0,0,0,0,0,0,0
1,10,6,2683,0,1,80,161,322,1,2,6,2919,0,13,74,148,297
1,10,5,2954,1,0,71,143,286,1,7,4,2826,1,6,58,116,232
1,10,5,2954,1,0,71,143,286,1,7,4,2826,1,6,58,116,232
1,10,5,2954,1,0,71,143,286,1,7,4,2826,1,6,58,116,232
1,10,5,2954,1,0,71,143,286,1,7,4,2826,1,6,58,116,232
1,10,5,2954,1,0,71,143,286,1,7,4,2826,1,6,58,116,232
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,5,415,0,4,106,212,425,1,6,4,1488,0,7,113,226,453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,4024,1,1,93,187,375,0,0,0,0,0,0,0,0,0
1,10,6,2923,0,0,66,133,266,0,0,0,0,0,0,0,0,0
1,10,6,3942,1,2,50,100,200,1,7,5,3627,1,6,62,124,249
1,10,6,3003,0,0,108,217,435,0,0,0,0,0,0,0,0,0
1,10,4,2872,1,0,61,123,247,0,0,0,0,0,0,0,0,0
1,10,6,1958,1,0,97,194,388,1,10,4,2882,1,0,78,156,313
1,10,6,2903,1,0,50,100,200,1,10,4,3696,1,0,57,114,229
1,10,5,3000,1,0,107,215,431,0,0,0,0,0,0,0,0,0
1,10,5,3000,1,0,107,215,431,0,0,0,0,0,0,0,0,0
1,10,5,3000,1,0,107,215,431,0,0,0,0,0,0,0,0,0
1,10,6,2731,0,1,63,127,254,0,0,0,0,0,0,0,0,0
1,10,5,4028,1,0,88,176,352,1,10,5,938,1,1,95,191,382
1,8,6,1467,0,3,119,239,478,0,0,0,0,0,0,0,0,0
1,10,4,2948,1,2,41,83,167,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,84,169,339,0,0,0,0,0,0,0,0,0
1,10,4,1928,0,0,74,149,298,0,0,0,0,0,0,0,0,0
1,10,6,2731,0,1,100,201,402,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,91,183,367,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,79,158,316,0,0,0,0,0,0,0,0,0
1,10,5,1396,0,1,78,157,315,0,0,0,0,0,0,0,0,0
1,10,5,1396,0,1,78,157,315,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,1396,0,1,78,157,315,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,95,191,383,0,0,0,0,0,0,0,0,0
1,10,4,566,1,0,34,68,137,1,8,4,3228,0,4,103,207,415
1,10,5,2955,0,0,83,167,335,0,0,0,0,0,0,0,0,0
1,10,6,2934,1,0,74,148,297,0,0,0,0,0,0,0,0,0
1,10,4,827,1,0,53,106,212,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,107,214,429,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,107,214,429,0,0,0,0,0,0,0,0,0
1,10,5,4092,0,0,107,214,429,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3002,1,0,57,115,230,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2675,0,2,61,123,247,1,10,5,1889,1,0,67,135,271
1,10,6,3003,0,0,96,193,387,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,65,131,263,0,0,0,0,0,0,0,0,0
1,10,5,955,1,0,93,186,372,0,0,0,0,0,0,0,0,0
1,10,5,955,1,0,93,186,372,0,0,0,0,0,0,0,0,0
1,10,5,1855,0,2,68,136,272,1,7,4,2830,1,6,76,152,305
1,10,5,1855,0,2,68,136,272,1,7,4,2830,1,6,76,152,305
1,10,5,1855,0,2,68,136,272,1,7,4,2830,1,6,76,152,305
1,10,6,3003,0,0,123,247,495,0,0,0,0,0,0,0,0,0
1,10,6,3007,0,1,35,70,140,1,3,5,703,1,12,44,88,176
1,10,6,3007,0,1,35,70,140,1,3,5,703,1,12,44,88,176
1,10,6,3007,0,1,35,70,140,1,3,5,703,1,12,44,88,176
1,10,6,3007,0,1,35,70,140,1,3,5,703,1,12,44,88,176
1,10,6,3007,0,1,35,70,140,1,3,5,703,1,12,44,88,176
1,2,5,1873,0,12,118,236,473,1,9,4,246,1,4,106,213,427
1,10,6,1639,0,1,122,244,488,1,2,4,744,0,14,115,231,462
1,8,6,4095,0,5,36,73,147,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,6,4095,0,5,36,73,147,0,0,0,0,0,0,0,0,0
1,8,6,4095,0,5,36,73,147,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,4,756,1,7,87,174,348,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,86,173,347,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,1807,0,2,72,144,288,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,86,173,347,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,86,173,347,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,86,173,347,0,0,0,0,0,0,0,0,0
1,8,4,3270,0,3,90,180,360,0,0,0,0,0,0,0,0,0
1,10,6,2682,0,0,112,224,449,0,0,0,0,0,0,0,0,0
1,10,5,3068,0,1,120,240,481,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,39,79,159,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,39,79,159,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,39,79,159,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,39,79,159,0,0,0,0,0,0,0,0,0
1,10,5,1142,0,1,96,193,387,0,0,0,0,0,0,0,0,0
1,10,6,2935,0,0,64,129,258,0,0,0,0,0,0,0,0,0
1,10,6,2935,0,0,64,129,258,0,0,0,0,0,0,0,0,0
1,10,6,2935,0,0,64,129,258,0,0,0,0,0,0,0,0,0
1,10,6,2935,0,0,64,129,258,0,0,0,0,0,0,0,0,0
1,10,5,2972,0,0,123,247,494,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,1789,0,0,82,165,330,0,0,0,0,0,0,0,0,0
1,10,6,1789,0,0,82,165,330,0,0,0,0,0,0,0,0,0
1,10,6,1789,0,0,82,165,330,0,0,0,0,0,0,0,0,0
1,10,6,1789,0,0,82,165,330,0,0,0,0,0,0,0,0,0
1,8,5,2897,0,3,83,166,332,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,121,243,487,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,121,243,487,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,121,243,487,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2235,0,1,82,165,331,0,0,0,0,0,0,0,0,0
1,8,5,447,0,4,80,161,323,0,0,0,0,0,0,0,0,0
1,2,6,2919,0,13,92,184,369,1,10,5,1971,0,2,105,210,420
1,10,6,2939,0,0,54,109,219,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,119,239,479,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,40,81,163,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,111,223,447,0,0,0,0,0,0,0,0,0
1,9,6,1979,1,4,46,92,185,0,0,0,0,0,0,0,0,0
1,10,5,2171,0,1,42,85,170,1,3,4,488,1,14,56,112,225
1,10,4,3260,0,0,116,232,464,0,0,0,0,0,0,0,0,0
1,2,6,1913,0,13,116,232,464,1,7,4,737,1,8,100,201,403
1,3,5,4004,1,15,105,211,423,1,8,4,1968,0,4,51,102,205
1,3,5,4004,1,15,105,211,423,1,8,4,1968,0,4,51,102,205
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,955,1,0,96,192,384,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,52,104,208,1,10,5,441,1,0,64,128,256
1,10,6,1979,0,1,108,217,435,1,3,5,1720,1,12,123,247,494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,2986,1,0,51,102,205,0,0,0,0,0,0,0,0,0
1,10,6,1766,0,0,34,68,136,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3805,1,2,88,176,353,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,71,143,287,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,67,135,271,1,2,6,2043,0,14,58,117,235
1,10,6,3003,0,0,91,183,367,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,91,183,367,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,91,183,367,0,0,0,0,0,0,0,0,0
1,5,5,3781,1,9,63,127,254,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,95,191,383,0,0,0,0,0,0,0,0,0
1,10,6,1638,0,0,31,63,127,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,126,253,507,1,6,4,2928,0,6,121,242,484
1,10,6,3003,0,0,126,253,507,1,6,4,2928,0,6,121,242,484
1,10,6,3003,0,0,126,253,507,1,6,4,2928,0,6,121,242,484
1,10,6,3003,0,0,126,253,507,1,6,4,2928,0,6,121,242,484
1,10,5,957,1,2,71,143,287,1,10,5,2878,0,0,81,162,324
1,10,4,3952,1,1,84,169,338,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,50,100,200,0,0,0,0,0,0,0,0,0
1,10,6,3669,1,2,110,221,442,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,94,189,379,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,94,189,379,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,94,189,379,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,56,113,227,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,4012,1,0,77,155,311,1,8,5,1436,0,3,126,252,505
1,10,6,3947,1,0,122,245,490,1,10,4,3612,1,0,110,221,442
1,10,6,2999,1,0,36,73,146,0,0,0,0,0,0,0,0,0
1,10,5,1912,0,1,88,177,354,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,69,139,279,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2235,0,1,76,153,307,0,0,0,0,0,0,0,0,0
1,10,6,1654,0,0,81,162,324,0,0,0,0,0,0,0,0,0
1,10,6,1654,0,0,81,162,324,0,0,0,0,0,0,0,0,0
1,10,6,1654,0,0,81,162,324,0,0,0,0,0,0,0,0,0
1,10,5,1127,0,2,69,138,276,0,0,0,0,0,0,0,0,0
1,10,5,2740,1,0,92,184,369,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,122,245,491,0,0,0,0,0,0,0,0,0
1,10,6,2731,0,1,35,71,142,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,1894,1,0,44,88,176,1,2,5,1905,0,12,33,67,135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,109,219,439,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,49,99,199,0,0,0,0,0,0,0,0,0
1,10,5,2995,0,1,107,214,428,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,53,107,215,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,53,107,215,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,53,107,215,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,53,107,215,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,53,107,215,0,0,0,0,0,0,0,0,0
1,10,6,3771,0,0,127,255,511,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,32,65,131,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,68,137,275,0,0,0,0,0,0,0,0,0
1,10,5,955,1,0,90,180,360,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,34,69,139,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,34,69,139,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,34,69,139,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,34,69,139,0,0,0,0,0,0,0,0,0
1,10,6,3065,1,1,105,211,422,1,8,4,2356,0,5,97,194,389
1,10,5,2847,0,0,52,105,211,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2875,0,0,97,194,388,0,0,0,0,0,0,0,0,0
1,10,5,3327,1,0,64,128,257,0,0,0,0,0,0,0,0,0
1,10,5,2740,1,0,107,214,429,1,9,4,2960,1,3,119,239,478
1,10,6,2667,0,1,51,102,205,0,0,0,0,0,0,0,0,0
1,6,5,875,0,6,38,76,152,0,0,0,0,0,0,0,0,0
1,6,5,875,0,6,38,76,152,0,0,0,0,0,0,0,0,0
1,6,5,875,0,6,38,76,152,0,0,0,0,0,0,0,0,0
1,6,5,875,0,6,38,76,152,0,0,0,0,0,0,0,0,0
1,6,5,875,0,6,38,76,152,0,0,0,0,0,0,0,0,0
1,8,4,1760,0,3,113,226,452,0,0,0,0,0,0,0,0,0
1,8,4,1760,0,3,113,226,452,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,38,77,155,0,0,0,0,0,0,0,0,0
1,10,6,3002,1,0,98,197,394,1,8,5,2890,0,5,111,223,447
1,10,6,1898,0,0,62,124,248,0,0,0,0,0,0,0,0,0
1,10,5,2235,0,1,50,101,203,0,0,0,0,0,0,0,0,0
1,10,6,1655,0,2,109,218,437,0,0,0,0,0,0,0,0,0
1,10,6,1655,0,2,109,218,437,0,0,0,0,0,0,0,0,0
1,10,6,1655,0,2,109,218,437,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,4002,1,1,32,65,130,0,0,0,0,0,0,0,0,0
1,10,5,4002,1,1,32,65,130,0,0,0,0,0,0,0,0,0
1,10,5,4002,1,1,32,65,130,0,0,0,0,0,0,0,0,0
1,10,5,4002,1,1,32,65,130,0,0,0,0,0,0,0,0,0
1,10,5,4024,1,1,64,129,259,0,0,0,0,0,0,0,0,0
1,10,5,2235,0,1,95,191,383,0,0,0,0,0,0,0,0,0
1,10,6,1893,1,1,109,219,439,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,75,151,303,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,1780,0,0,63,126,253,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,99,199,399,0,0,0,0,0,0,0,0,0
1,10,5,1940,1,1,48,97,194,1,10,5,1891,0,2,59,119,238
1,10,6,3003,0,0,104,209,419,0,0,0,0,0,0,0,0,0
1,10,5,2995,0,1,56,112,224,0,0,0,0,0,0,0,0,0
1,10,5,635,0,2,58,117,234,0,0,0,0,0,0,0,0,0
1,10,6,3071,0,1,100,200,401,0,0,0,0,0,0,0,0,0
1,10,5,1853,0,0,41,83,166,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,112,224,448,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,112,224,448,0,0,0,0,0,0,0,0,0
1,10,5,3000,1,0,60,121,243,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3767,1,0,98,197,394,1,10,5,2732,0,1,91,183,367
1,10,6,3003,0,0,126,253,507,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2870,1,1,101,203,406,1,10,5,2845,1,1,118,236,473
1,10,6,3003,0,0,59,119,239,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,79,159,319,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,79,159,319,0,0,0,0,0,0,0,0,0
1,10,5,2994,1,0,37,75,151,0,0,0,0,0,0,0,0,0
1,10,5,3058,1,0,100,201,403,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,102,205,411,0,0,0,0,0,0,0,0,0
1,10,6,4095,1,0,59,118,237,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,827,1,0,61,122,244,0,0,0,0,0,0,0,0,0
1,10,4,827,1,0,99,198,396,0,0,0,0,0,0,0,0,0
1,10,4,1202,0,1,126,252,505,1,2,4,1928,0,14,118,237,474
1,10,6,3003,0,0,33,67,135,0,0,0,0,0,0,0,0,0
1,10,5,2995,0,1,93,186,372,1,3,4,436,1,14,99,198,396
1,10,6,1786,0,1,119,239,478,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,39,79,159,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,1893,1,1,55,111,223,0,0,0,0,0,0,0,0,0
1,10,5,3004,0,1,106,212,424,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,95,191,383,0,0,0,0,0,0,0,0,0
1,2,5,1607,0,14,50,101,203,1,10,4,653,1,0,63,126,253
1,10,5,2931,0,1,60,121,243,0,0,0,0,0,0,0,0,0
1,8,6,3445,0,4,98,196,393,0,0,0,0,0,0,0,0,0
1,10,6,1915,0,2,52,105,210,0,0,0,0,0,0,0,0,0
1,10,5,3000,1,0,106,213,427,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,5,2871,1,0,102,205,411,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,32,65,131,0,0,0,0,0,0,0,0,0
1,10,6,2683,0,1,125,251,502,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,50,101,203,0,0,0,0,0,0,0,0,0
1,10,5,3512,0,0,107,215,430,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,60,120,240,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,98,197,395,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,98,197,395,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,98,197,395,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,98,197,395,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,102,205,411,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,58,117,235,0,0,0,0,0,0,0,0,0
1,10,6,4027,1,0,69,138,276,0,0,0,0,0,0,0,0,0
1,10,5,3000,1,0,89,179,359,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,57,115,231,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,101,203,407,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,101,203,407,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,101,203,407,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,126,253,507,0,0,0,0,0,0,0,0,0
1,10,5,1574,0,0,31,63,127,0,0,0,0,0,0,0,0,0
1,10,5,2995,0,1,51,102,204,0,0,0,0,0,0,0,0,0
1,10,6,3007,0,1,109,218,436,1,2,6,2983,0,13,98,196,393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,112,225,451,0,0,0,0,0,0,0,0,0
1,10,6,3935,1,0,60,121,242,1,10,5,1142,0,1,32,65,131
1,10,6,3935,1,0,60,121,242,1,10,5,1142,0,1,32,65,131
1,10,6,3935,1,0,60,121,242,1,10,5,1142,0,1,32,65,131
1,10,6,3935,1,0,60,121,242,1,10,5,1142,0,1,32,65,131
1,10,6,2459,0,1,98,196,393,1,5,5,3924,1,10,87,174,348
1,10,5,439,0,2,61,122,245,0,0,0,0,0,0,0,0,0
1,10,4,251,1,0,43,86,172,1,6,4,2567,0,6,52,105,211
1,10,4,191,0,2,118,236,472,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,191,0,2,118,236,472,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,4,191,0,2,118,236,472,0,0,0,0,0,0,0,0,0
1,10,6,1639,0,1,32,64,128,0,0,0,0,0,0,0,0,0
1,10,5,2235,0,1,126,253,507,0,0,0,0,0,0,0,0,0
1,10,6,3003,0,0,75,151,303,1,8,5,4042,0,4,92,184,369
1,10,5,2299,0,0,84,168,336,0,0,0,0,0,0,0,0,0
1,10,5,2299,0,0,84,168,336,0,0,0,0,0,0,0,0,0
1,10,6,1655,0,2,110,220,441,1,10,4,3127,1,1,93,187,375
1,10,5,2995,0,1,51,102,204,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
